"file","segment","start","end","dur","filedur","mean_intensity","condition"
"engl310_13_original","sil",4.595,4.624,0.03,190.2,44.212,"orig"
"engl310_13_original","uh",4.624,5.17,0.546,190.2,80.657,"orig"
"engl310_13_original","sil",5.17,5.273,0.103,190.2,49.218,"orig"
"engl310_13_original","sil",5.905,6.012,0.107,190.2,42.912,"orig"
"engl310_13_original","sil",6.756,6.894,0.137,190.2,46.1,"orig"
"engl310_13_original","uh",6.894,7.253,0.359,190.2,78.796,"orig"
"engl310_13_original","sil",9.672,9.76,0.088,190.2,48.951,"orig"
"engl310_13_original","in",9.76,10.194,0.434,190.2,53.678,"orig"
"engl310_13_original","sil",10.194,10.259,0.066,190.2,45.646,"orig"
"engl310_13_original","um",10.259,10.654,0.395,190.2,77.832,"orig"
"engl310_13_original","sil",10.654,11.068,0.414,190.2,51.885,"orig"
"engl310_13_original","uh",11.068,11.426,0.358,190.2,78.767,"orig"
"engl310_13_original","o",11.426,11.549,0.123,190.2,59.637,"orig"
"engl310_13_original","sil",11.549,11.699,0.15,190.2,46.023,"orig"
"engl310_13_original","um",12.341,12.658,0.317,190.2,79.587,"orig"
"engl310_13_original","ex",12.658,12.903,0.245,190.2,58.323,"orig"
"engl310_13_original","sil",12.903,14.344,1.441,190.2,52.131,"orig"
"engl310_13_original","cl",14.344,14.411,0.067,190.2,55.382,"orig"
"engl310_13_original","ex",15.627,15.841,0.214,190.2,58.79,"orig"
"engl310_13_original","sil",15.841,15.971,0.129,190.2,43.994,"orig"
"engl310_13_original","in",15.971,16.381,0.411,190.2,55.698,"orig"
"engl310_13_original","sil",16.381,16.43,0.049,190.2,45.308,"orig"
"engl310_13_original","uh",16.43,16.792,0.362,190.2,79.112,"orig"
"engl310_13_original","sil",17.612,18.19,0.578,190.2,39.494,"orig"
"engl310_13_original","sil",19.217,19.3,0.083,190.2,43.531,"orig"
"engl310_13_original","uh",19.3,19.654,0.354,190.2,81.194,"orig"
"engl310_13_original","sil",20.408,20.808,0.4,190.2,41.033,"orig"
"engl310_13_original","sil",23.965,24.017,0.053,190.2,46.204,"orig"
"engl310_13_original","in",24.017,24.334,0.316,190.2,53.829,"orig"
"engl310_13_original","sil",24.334,24.388,0.054,190.2,42.544,"orig"
"engl310_13_original","uh",24.388,24.868,0.481,190.2,79.287,"orig"
"engl310_13_original","sil",26.057,26.144,0.087,190.2,43.142,"orig"
"engl310_13_original","uh",26.144,26.659,0.515,190.2,78.83,"orig"
"engl310_13_original","sil",26.659,26.794,0.135,190.2,42.71,"orig"
"engl310_13_original","in",26.794,27.03,0.236,190.2,41.039,"orig"
"engl310_13_original","sil",27.03,27.107,0.078,190.2,44.948,"orig"
"engl310_13_original","ex",27.947,28.048,0.101,190.2,41.395,"orig"
"engl310_13_original","sil",28.048,28.077,0.029,190.2,41.927,"orig"
"engl310_13_original","sil",28.939,30.477,1.538,190.2,47.697,"orig"
"engl310_13_original","cl",30.477,30.56,0.084,190.2,61.772,"orig"
"engl310_13_original","sil",30.56,30.619,0.058,190.2,39.044,"orig"
"engl310_13_original","in",30.619,31.1,0.482,190.2,60.551,"orig"
"engl310_13_original","sil",31.1,31.129,0.029,190.2,54.282,"orig"
"engl310_13_original","uh",31.129,31.479,0.35,190.2,81.985,"orig"
"engl310_13_original","sil",33.994,34.07,0.076,190.2,47.55,"orig"
"engl310_13_original","ex",34.721,35.078,0.357,190.2,50.576,"orig"
"engl310_13_original","sil",35.078,35.16,0.082,190.2,36.886,"orig"
"engl310_13_original","o",35.16,35.219,0.059,190.2,48.272,"orig"
"engl310_13_original","sil",35.219,35.252,0.033,190.2,45.144,"orig"
"engl310_13_original","in",35.252,35.723,0.471,190.2,57.601,"orig"
"engl310_13_original","o",35.723,35.758,0.035,190.2,47.885,"orig"
"engl310_13_original","uh",35.758,36.259,0.5,190.2,81.201,"orig"
"engl310_13_original","sil",36.259,36.575,0.316,190.2,45.964,"orig"
"engl310_13_original","sil",36.633,36.894,0.261,190.2,40.739,"orig"
"engl310_13_original","uh",36.894,37.361,0.467,190.2,78.001,"orig"
"engl310_13_original","sil",37.361,37.443,0.082,190.2,47.005,"orig"
"engl310_13_original","ex",38.47,38.722,0.252,190.2,52.258,"orig"
"engl310_13_original","sil",38.722,38.984,0.263,190.2,38.469,"orig"
"engl310_13_original","o",38.984,39.083,0.099,190.2,45.283,"orig"
"engl310_13_original","sil",39.083,39.11,0.026,190.2,42.634,"orig"
"engl310_13_original","in",39.11,39.454,0.344,190.2,56.049,"orig"
"engl310_13_original","sil",39.454,39.534,0.08,190.2,37.932,"orig"
"engl310_13_original","uh",39.534,39.903,0.369,190.2,80.666,"orig"
"engl310_13_original","sil",40.986,41.037,0.051,190.2,48.395,"orig"
"engl310_13_original","uh",41.037,41.287,0.25,190.2,75.596,"orig"
"engl310_13_original","sil",43.535,43.711,0.176,190.2,46.093,"orig"
"engl310_13_original","in",43.711,44.093,0.382,190.2,57.364,"orig"
"engl310_13_original","sil",44.093,44.126,0.033,190.2,52.254,"orig"
"engl310_13_original","uh",44.126,44.402,0.276,190.2,80.948,"orig"
"engl310_13_original","in",44.402,44.633,0.231,190.2,52.766,"orig"
"engl310_13_original","sil",44.633,44.67,0.037,190.2,42.107,"orig"
"engl310_13_original","sil",45.838,45.951,0.113,190.2,53.886,"orig"
"engl310_13_original","um",45.951,46.489,0.538,190.2,78.386,"orig"
"engl310_13_original","sil",46.489,47.836,1.347,190.2,41.674,"orig"
"engl310_13_original","cl",47.836,47.887,0.051,190.2,63.74,"orig"
"engl310_13_original","sil",47.887,47.993,0.106,190.2,47.328,"orig"
"engl310_13_original","sil",55.058,55.09,0.032,190.2,41.647,"orig"
"engl310_13_original","in",55.09,55.586,0.496,190.2,55.424,"orig"
"engl310_13_original","sil",55.586,55.667,0.081,190.2,45.023,"orig"
"engl310_13_original","uh",55.667,55.996,0.329,190.2,80.328,"orig"
"engl310_13_original","ex",55.996,56.112,0.116,190.2,67.349,"orig"
"engl310_13_original","sil",56.112,56.206,0.094,190.2,41.937,"orig"
"engl310_13_original","in",56.206,57.095,0.889,190.2,49.137,"orig"
"engl310_13_original","sil",57.095,57.375,0.28,190.2,41.325,"orig"
"engl310_13_original","ex",57.375,57.663,0.287,190.2,62.568,"orig"
"engl310_13_original","sil",58.598,58.831,0.232,190.2,41.405,"orig"
"engl310_13_original","o",58.831,59.869,1.038,190.2,69.171,"orig"
"engl310_13_original","sil",59.869,61.148,1.279,190.2,42.184,"orig"
"engl310_13_original","cl",61.148,61.207,0.06,190.2,66.72,"orig"
"engl310_13_original","sil",61.207,61.36,0.153,190.2,54.115,"orig"
"engl310_13_original","um",61.36,61.749,0.389,190.2,78.519,"orig"
"engl310_13_original","sil",61.749,63.588,1.839,190.2,42.148,"orig"
"engl310_13_original","cl",63.588,63.656,0.068,190.2,67.798,"orig"
"engl310_13_original","sil",63.656,63.83,0.174,190.2,42.329,"orig"
"engl310_13_original","sil",64.303,64.356,0.054,190.2,48.244,"orig"
"engl310_13_original","uh",64.356,64.731,0.375,190.2,77.754,"orig"
"engl310_13_original","ex",65.01,65.236,0.226,190.2,58.962,"orig"
"engl310_13_original","uh",65.236,65.443,0.207,190.2,78.981,"orig"
"engl310_13_original","sil",66.233,66.301,0.068,190.2,51.096,"orig"
"engl310_13_original","in",66.301,66.645,0.344,190.2,55.227,"orig"
"engl310_13_original","sil",66.645,66.696,0.051,190.2,44.15,"orig"
"engl310_13_original","uh",66.696,66.948,0.252,190.2,79.633,"orig"
"engl310_13_original","ex",68.197,68.298,0.101,190.2,52.942,"orig"
"engl310_13_original","sil",68.298,69.265,0.967,190.2,41.603,"orig"
"engl310_13_original","o",69.265,69.344,0.079,190.2,52.798,"orig"
"engl310_13_original","sil",69.344,69.405,0.061,190.2,47.528,"orig"
"engl310_13_original","in",69.405,69.704,0.299,190.2,59.763,"orig"
"engl310_13_original","sil",69.704,69.766,0.062,190.2,49.34,"orig"
"engl310_13_original","uh",69.766,70.026,0.261,190.2,80.001,"orig"
"engl310_13_original","ex",70.484,70.861,0.377,190.2,50.615,"orig"
"engl310_13_original","sil",70.861,70.942,0.082,190.2,39.306,"orig"
"engl310_13_original","in",70.942,71.458,0.516,190.2,57.303,"orig"
"engl310_13_original","sil",71.458,71.542,0.084,190.2,47.979,"orig"
"engl310_13_original","ex",71.542,72.082,0.539,190.2,45.477,"orig"
"engl310_13_original","in",72.082,72.483,0.401,190.2,54.836,"orig"
"engl310_13_original","um",73.205,73.586,0.381,190.2,79.774,"orig"
"engl310_13_original","sil",73.586,73.977,0.39,190.2,48.524,"orig"
"engl310_13_original","ex",73.977,74.656,0.679,190.2,58.275,"orig"
"engl310_13_original","sil",74.656,75.213,0.557,190.2,43.734,"orig"
"engl310_13_original","ex",75.213,75.569,0.356,190.2,52.293,"orig"
"engl310_13_original","sil",75.569,75.653,0.084,190.2,47.231,"orig"
"engl310_13_original","o",75.653,75.762,0.109,190.2,53.146,"orig"
"engl310_13_original","ex",76.962,77.344,0.382,190.2,50.707,"orig"
"engl310_13_original","sil",77.344,79.513,2.17,190.2,47.253,"orig"
"engl310_13_original","cl",79.513,79.587,0.074,190.2,61.784,"orig"
"engl310_13_original","sil",79.587,79.931,0.344,190.2,41.588,"orig"
"engl310_13_original","in",79.931,80.376,0.444,190.2,49.774,"orig"
"engl310_13_original","sil",81.984,82.04,0.056,190.2,46.698,"orig"
"engl310_13_original","ex",82.04,82.476,0.436,190.2,55.234,"orig"
"engl310_13_original","sil",82.476,83.132,0.656,190.2,45.866,"orig"
"engl310_13_original","in",83.132,83.601,0.469,190.2,61.978,"orig"
"engl310_13_original","sil",83.601,83.645,0.045,190.2,48.333,"orig"
"engl310_13_original","uh",83.645,83.914,0.268,190.2,81.619,"orig"
"engl310_13_original","sil",85.358,86.368,1.009,190.2,44.88,"orig"
"engl310_13_original","in",86.368,87.005,0.637,190.2,51.359,"orig"
"engl310_13_original","sil",87.005,87.127,0.123,190.2,47.278,"orig"
"engl310_13_original","um",87.127,87.726,0.598,190.2,78.89,"orig"
"engl310_13_original","sil",87.726,88.691,0.966,190.2,45.19,"orig"
"engl310_13_original","um",89.694,90.266,0.571,190.2,79.604,"orig"
"engl310_13_original","ex",90.266,90.463,0.198,190.2,63.183,"orig"
"engl310_13_original","sil",90.463,92.67,2.207,190.2,44.304,"orig"
"engl310_13_original","sil",94.769,96.566,1.797,190.2,45.076,"orig"
"engl310_13_original","cl",96.566,96.605,0.038,190.2,62.809,"orig"
"engl310_13_original","sil",97.19,97.378,0.188,190.2,49.712,"orig"
"engl310_13_original","sil",99.141,99.331,0.19,190.2,44.467,"orig"
"engl310_13_original","in",99.331,99.802,0.471,190.2,53.925,"orig"
"engl310_13_original","sil",102.026,102.202,0.176,190.2,48.469,"orig"
"engl310_13_original","ex",102.55,102.64,0.09,190.2,63.937,"orig"
"engl310_13_original","sil",102.64,102.667,0.027,190.2,44.526,"orig"
"engl310_13_original","in",102.667,102.839,0.172,190.2,47.314,"orig"
"engl310_13_original","sil",102.839,102.935,0.096,190.2,42.202,"orig"
"engl310_13_original","ex",103.466,103.578,0.112,190.2,56.649,"orig"
"engl310_13_original","sil",103.578,104.822,1.243,190.2,45.552,"orig"
"engl310_13_original","in",104.822,105.033,0.211,190.2,55.528,"orig"
"engl310_13_original","sil",105.033,105.1,0.068,190.2,44.928,"orig"
"engl310_13_original","sil",106.515,106.876,0.361,190.2,60.764,"orig"
"engl310_13_original","sil",107.98,108.364,0.384,190.2,42.988,"orig"
"engl310_13_original","in",108.364,109.161,0.797,190.2,47.64,"orig"
"engl310_13_original","sil",109.161,109.266,0.105,190.2,41.836,"orig"
"engl310_13_original","uh",109.266,109.555,0.289,190.2,78.933,"orig"
"engl310_13_original","sil",111.601,111.676,0.074,190.2,45.603,"orig"
"engl310_13_original","sil",111.944,112.11,0.166,190.2,49.744,"orig"
"engl310_13_original","in",112.11,112.383,0.273,190.2,50.433,"orig"
"engl310_13_original","sil",112.383,112.431,0.049,190.2,43.882,"orig"
"engl310_13_original","uh",112.431,112.677,0.246,190.2,79.988,"orig"
"engl310_13_original","ex",115.545,115.645,0.1,190.2,51.841,"orig"
"engl310_13_original","sil",115.645,116.35,0.704,190.2,43.775,"orig"
"engl310_13_original","cl",116.35,116.551,0.201,190.2,56.945,"orig"
"engl310_13_original","in",116.551,117.041,0.49,190.2,46.202,"orig"
"engl310_13_original","sil",117.041,117.489,0.448,190.2,49.083,"orig"
"engl310_13_original","uh",119.09,119.315,0.225,190.2,77.126,"orig"
"engl310_13_original","sil",120.727,120.858,0.131,190.2,42.477,"orig"
"engl310_13_original","o",120.858,121.152,0.294,190.2,74.673,"orig"
"engl310_13_original","sil",121.152,121.454,0.301,190.2,44.886,"orig"
"engl310_13_original","in",121.454,121.987,0.533,190.2,53.648,"orig"
"engl310_13_original","sil",121.987,122.056,0.069,190.2,41.921,"orig"
"engl310_13_original","in",122.056,122.489,0.432,190.2,52.504,"orig"
"engl310_13_original","sil",122.489,122.583,0.095,190.2,42.816,"orig"
"engl310_13_original","in",122.583,122.752,0.169,190.2,45.809,"orig"
"engl310_13_original","sil",122.752,122.957,0.205,190.2,44.45,"orig"
"engl310_13_original","sil",124.226,124.422,0.196,190.2,50.126,"orig"
"engl310_13_original","o",124.422,126.521,2.098,190.2,61.534,"orig"
"engl310_13_original","sil",126.521,126.574,0.053,190.2,50.806,"orig"
"engl310_13_original","uh",126.574,126.902,0.328,190.2,82.08,"orig"
"engl310_13_original","ex",126.902,127.105,0.203,190.2,66.532,"orig"
"engl310_13_original","in",127.105,127.516,0.411,190.2,52.52,"orig"
"engl310_13_original","sil",127.516,127.576,0.06,190.2,44.124,"orig"
"engl310_13_original","uh",128.12,128.654,0.533,190.2,80.524,"orig"
"engl310_13_original","o",128.654,128.839,0.185,190.2,55.138,"orig"
"engl310_13_original","sil",129.817,129.877,0.061,190.2,56.807,"orig"
"engl310_13_original","uh",129.877,130.342,0.465,190.2,79.083,"orig"
"engl310_13_original","uh",131.021,131.281,0.26,190.2,80.575,"orig"
"engl310_13_original","um",132.614,132.921,0.306,190.2,80.976,"orig"
"engl310_13_original","ex",132.921,133.304,0.383,190.2,61.976,"orig"
"engl310_13_original","sil",133.304,133.947,0.643,190.2,38.268,"orig"
"engl310_13_original","cl",133.947,134.051,0.104,190.2,59.783,"orig"
"engl310_13_original","sil",134.051,134.1,0.049,190.2,44.6,"orig"
"engl310_13_original","in",134.1,134.298,0.198,190.2,56.899,"orig"
"engl310_13_original","sil",134.298,134.614,0.317,190.2,44.999,"orig"
"engl310_13_original","um",134.614,134.935,0.321,190.2,79.761,"orig"
"engl310_13_original","sil",136.634,136.695,0.061,190.2,54.308,"orig"
"engl310_13_original","in",136.695,136.992,0.297,190.2,52.141,"orig"
"engl310_13_original","sil",136.992,137.078,0.086,190.2,45.126,"orig"
"engl310_13_original","uh",137.078,137.557,0.479,190.2,80.446,"orig"
"engl310_13_original","sil",139.261,139.421,0.159,190.2,42.109,"orig"
"engl310_13_original","sil",140.855,140.916,0.061,190.2,52.876,"orig"
"engl310_13_original","in",140.916,141.269,0.354,190.2,53.625,"orig"
"engl310_13_original","sil",141.269,141.393,0.123,190.2,44.327,"orig"
"engl310_13_original","uh",141.393,141.918,0.525,190.2,78.813,"orig"
"engl310_13_original","sil",141.918,142.509,0.591,190.2,45.652,"orig"
"engl310_13_original","uh",142.509,142.785,0.276,190.2,77.653,"orig"
"engl310_13_original","sil",142.785,142.862,0.077,190.2,51.61,"orig"
"engl310_13_original","uh",143.864,144.159,0.295,190.2,79.697,"orig"
"engl310_13_original","sil",144.432,144.617,0.185,190.2,52.742,"orig"
"engl310_13_original","sil",145.331,145.413,0.082,190.2,49.814,"orig"
"engl310_13_original","uh",145.413,145.647,0.234,190.2,79.44,"orig"
"engl310_13_original","ex",145.647,145.763,0.116,190.2,66.16,"orig"
"engl310_13_original","sil",145.763,145.832,0.068,190.2,41.684,"orig"
"engl310_13_original","in",145.832,146.084,0.252,190.2,50.314,"orig"
"engl310_13_original","sil",146.084,146.166,0.083,190.2,40.836,"orig"
"engl310_13_original","sil",147.192,147.246,0.055,190.2,54.374,"orig"
"engl310_13_original","in",147.246,147.516,0.27,190.2,54.118,"orig"
"engl310_13_original","sil",147.516,147.564,0.048,190.2,44.036,"orig"
"engl310_13_original","uh",147.564,148.03,0.466,190.2,79.625,"orig"
"engl310_13_original","sil",148.393,148.499,0.106,190.2,49.704,"orig"
"engl310_13_original","um",148.904,149.344,0.44,190.2,78.615,"orig"
"engl310_13_original","sil",149.344,149.439,0.095,190.2,40.906,"orig"
"engl310_13_original","sil",150.155,150.973,0.818,190.2,47.125,"orig"
"engl310_13_original","ex",152.436,152.57,0.134,190.2,57.136,"orig"
"engl310_13_original","sil",152.57,152.714,0.144,190.2,42.078,"orig"
"engl310_13_original","sil",153.135,153.334,0.199,190.2,42.412,"orig"
"engl310_13_original","o",153.334,153.598,0.264,190.2,76.104,"orig"
"engl310_13_original","sil",153.598,154.184,0.587,190.2,48.464,"orig"
"engl310_13_original","cl",154.184,154.235,0.05,190.2,59.315,"orig"
"engl310_13_original","sil",154.235,154.306,0.071,190.2,42.011,"orig"
"engl310_13_original","sil",155.613,157.075,1.462,190.2,42.346,"orig"
"engl310_13_original","cl",157.075,157.152,0.078,190.2,57.96,"orig"
"engl310_13_original","sil",157.152,157.211,0.059,190.2,45.717,"orig"
"engl310_13_original","in",157.211,157.7,0.489,190.2,61.482,"orig"
"engl310_13_original","sil",157.7,157.752,0.052,190.2,50.584,"orig"
"engl310_13_original","um",157.752,158.079,0.327,190.2,80.923,"orig"
"engl310_13_original","sil",158.079,158.487,0.407,190.2,43.009,"orig"
"engl310_13_original","ex",158.487,158.84,0.354,190.2,65.141,"orig"
"engl310_13_original","sil",158.84,158.956,0.116,190.2,39.031,"orig"
"engl310_13_original","in",158.956,159.312,0.356,190.2,49.28,"orig"
"engl310_13_original","sil",159.312,160.154,0.842,190.2,42.856,"orig"
"engl310_13_original","sil",161.965,162.046,0.081,190.2,50.34,"orig"
"engl310_13_original","um",162.046,162.433,0.387,190.2,78.196,"orig"
"engl310_13_original","ex",162.433,162.701,0.268,190.2,52.975,"orig"
"engl310_13_original","sil",162.701,162.837,0.136,190.2,42.036,"orig"
"engl310_13_original","in",162.837,163.297,0.459,190.2,51.694,"orig"
"engl310_13_original","sil",163.297,164.042,0.745,190.2,42.344,"orig"
"engl310_13_original","ex",165.257,165.379,0.123,190.2,47.108,"orig"
"engl310_13_original","sil",165.379,165.561,0.182,190.2,42.719,"orig"
"engl310_13_original","uh",165.561,165.802,0.241,190.2,79.163,"orig"
"engl310_13_original","sil",167.041,167.105,0.064,190.2,56.339,"orig"
"engl310_13_original","in",167.105,167.443,0.338,190.2,56.086,"orig"
"engl310_13_original","sil",167.443,167.49,0.047,190.2,49.977,"orig"
"engl310_13_original","uh",167.49,167.843,0.353,190.2,80.071,"orig"
"engl310_13_original","in",167.843,168.164,0.321,190.2,55.735,"orig"
"engl310_13_original","sil",168.164,168.202,0.038,190.2,45.521,"orig"
"engl310_13_original","um",168.698,169.061,0.363,190.2,79.182,"orig"
"engl310_13_original","ex",169.061,169.162,0.1,190.2,60.879,"orig"
"engl310_13_original","sil",169.243,169.473,0.23,190.2,45.172,"orig"
"engl310_13_original","uh",169.473,170.034,0.561,190.2,79.129,"orig"
"engl310_13_original","sil",170.034,170.152,0.118,190.2,41.748,"orig"
"engl310_13_original","um",170.152,170.724,0.572,190.2,75.834,"orig"
"engl310_13_original","sil",170.724,170.904,0.179,190.2,49.028,"orig"
"engl310_13_original","in",170.904,171.334,0.43,190.2,54.327,"orig"
"engl310_13_original","sil",171.334,171.38,0.046,190.2,45.483,"orig"
"engl310_13_original","sil",172.15,172.214,0.064,190.2,54.457,"orig"
"engl310_13_original","in",172.214,172.397,0.183,190.2,52.325,"orig"
"engl310_13_original","sil",172.397,172.43,0.033,190.2,48.021,"orig"
"engl310_13_original","o",172.43,172.46,0.031,190.2,51.441,"orig"
"engl310_13_original","sil",172.46,172.549,0.089,190.2,40.734,"orig"
"engl310_13_original","um",173.027,173.389,0.362,190.2,79.369,"orig"
"engl310_13_original","ex",173.389,173.613,0.225,190.2,55.981,"orig"
"engl310_13_original","sil",173.613,173.691,0.077,190.2,35.613,"orig"
"engl310_13_original","in",173.691,173.997,0.306,190.2,51.561,"orig"
"engl310_13_original","sil",173.997,174.133,0.136,190.2,45.602,"orig"
"engl310_13_original","um",174.133,174.706,0.574,190.2,77.279,"orig"
"engl310_13_original","sil",174.706,176.054,1.348,190.2,45.742,"orig"
"engl310_13_original","in",176.054,176.328,0.274,190.2,44.159,"orig"
"engl310_13_original","sil",176.328,176.424,0.096,190.2,41.013,"orig"
"engl310_13_original","sil",177.152,177.238,0.086,190.2,52.365,"orig"
"engl310_13_original","sil",179.954,180.002,0.048,190.2,44.524,"orig"
"engl310_13_original","in",180.002,180.18,0.178,190.2,49.431,"orig"
"engl310_13_original","sil",180.18,180.236,0.055,190.2,38.769,"orig"
"engl310_13_original","sil",180.76,180.86,0.101,190.2,50.048,"orig"
"engl310_13_original","in",180.86,181.106,0.245,190.2,55.07,"orig"
"engl310_13_original","sil",181.106,181.152,0.046,190.2,44.605,"orig"
"engl310_13_original","uh",181.152,181.414,0.263,190.2,79.716,"orig"
"engl310_13_original","sil",182.392,182.463,0.07,190.2,53.803,"orig"
"engl310_13_original","in",182.463,182.703,0.24,190.2,51.543,"orig"
"engl310_13_original","sil",182.703,182.753,0.05,190.2,41.885,"orig"
"engl310_13_original","um",182.753,183.238,0.485,190.2,77.769,"orig"
"engl310_13_original","sil",183.238,183.29,0.053,190.2,53.109,"orig"
"engl310_13_original","ex",183.29,183.442,0.151,190.2,48.681,"orig"
"engl310_13_original","sil",183.442,183.512,0.071,190.2,44.567,"orig"
"engl310_13_original","cl",183.512,183.544,0.032,190.2,56.909,"orig"
"engl310_13_original","sil",183.544,183.637,0.092,190.2,41.394,"orig"
"engl310_13_original","sil",184.658,184.815,0.157,190.2,55.753,"orig"
"engl310_13_original","ex",185.181,185.334,0.153,190.2,42.412,"orig"
"engl310_13_original","sil",185.334,185.382,0.048,190.2,35.805,"orig"
"engl310_13_original","in",185.382,185.618,0.236,190.2,47.426,"orig"
"engl310_13_original","sil",186.439,186.788,0.349,190.2,59.821,"orig"
"engl310_13_original","sil",187.533,187.594,0.061,190.2,43.896,"orig"
"engl310_13_original","in",187.594,187.926,0.332,190.2,53.597,"orig"
"engl310_13_original","uh",187.926,188.305,0.379,190.2,81.275,"orig"
"engl310_13_original","sil",188.305,188.538,0.233,190.2,45.646,"orig"
"engl310_13_original","sil",189.174,189.587,0.413,190.2,46.791,"orig"
"engl310_13_original","cl",189.587,189.617,0.03,190.2,59.3,"orig"
"engl310_13_original","sil",189.617,189.67,0.054,190.2,48.279,"orig"
"engl310_13_synth_base","in",0.023,0.307,0.284,174.649,48.17,"synth"
"engl310_13_synth_base","uh",0.307,0.609,0.302,174.649,78.975,"synth"
"engl310_13_synth_base","sil",2.676,2.835,0.158,174.649,28.831,"synth"
"engl310_13_synth_base","in",2.835,3.281,0.446,174.649,45.064,"synth"
"engl310_13_synth_base","uh",3.281,3.654,0.373,174.649,77.885,"synth"
"engl310_13_synth_base","sil",4.09,4.198,0.108,174.649,42.16,"synth"
"engl310_13_synth_base","sil",4.914,5.062,0.148,174.649,48.516,"synth"
"engl310_13_synth_base","uh",5.062,5.32,0.259,174.649,77,"synth"
"engl310_13_synth_base","sil",7.646,7.783,0.137,174.649,44.501,"synth"
"engl310_13_synth_base","in",8.532,8.777,0.245,174.649,49.64,"synth"
"engl310_13_synth_base","um",8.777,9.126,0.349,174.649,75.93,"synth"
"engl310_13_synth_base","sil",9.126,9.67,0.544,174.649,35.155,"synth"
"engl310_13_synth_base","uh",9.67,10.22,0.55,174.649,69.255,"synth"
"engl310_13_synth_base","sil",10.22,10.789,0.569,174.649,29.005,"synth"
"engl310_13_synth_base","um",11.397,11.728,0.331,174.649,74.777,"synth"
"engl310_13_synth_base","sil",11.728,13.061,1.332,174.649,27.88,"synth"
"engl310_13_synth_base","cl",13.061,13.147,0.086,174.649,47.089,"synth"
"engl310_13_synth_base","sil",13.147,13.273,0.126,174.649,40.503,"synth"
"engl310_13_synth_base","sil",14.696,15.47,0.774,174.649,29.227,"synth"
"engl310_13_synth_base","in",15.47,15.607,0.137,174.649,35.768,"synth"
"engl310_13_synth_base","sil",15.607,15.679,0.072,174.649,34.873,"synth"
"engl310_13_synth_base","uh",15.679,16.132,0.454,174.649,76.76,"synth"
"engl310_13_synth_base","sil",16.132,16.384,0.252,174.649,41.705,"synth"
"engl310_13_synth_base","uh",17.966,18.257,0.292,174.649,76.576,"synth"
"engl310_13_synth_base","sil",18.765,20.068,1.303,174.649,31.896,"synth"
"engl310_13_synth_base","in",21.987,22.264,0.277,174.649,49.02,"synth"
"engl310_13_synth_base","uh",22.264,22.588,0.324,174.649,80.411,"synth"
"engl310_13_synth_base","uh",23.754,24.057,0.302,174.649,74.07,"synth"
"engl310_13_synth_base","sil",24.057,24.384,0.327,174.649,31.314,"synth"
"engl310_13_synth_base","sil",25.302,25.623,0.32,174.649,24.439,"synth"
"engl310_13_synth_base","sil",26.595,27.524,0.929,174.649,23.47,"synth"
"engl310_13_synth_base","cl",27.524,27.599,0.076,174.649,49.167,"synth"
"engl310_13_synth_base","in",27.599,27.862,0.263,174.649,42.18,"synth"
"engl310_13_synth_base","in",27.862,28.229,0.367,174.649,46.419,"synth"
"engl310_13_synth_base","uh",28.229,28.558,0.328,174.649,76.836,"synth"
"engl310_13_synth_base","sil",31.294,32.896,1.602,174.649,28.164,"synth"
"engl310_13_synth_base","cl",32.896,32.994,0.097,174.649,54.815,"synth"
"engl310_13_synth_base","in",32.994,33.357,0.364,174.649,49.015,"synth"
"engl310_13_synth_base","uh",33.357,33.71,0.353,174.649,77.934,"synth"
"engl310_13_synth_base","sil",33.71,34.395,0.685,174.649,38.39,"synth"
"engl310_13_synth_base","uh",34.395,34.711,0.317,174.649,77.834,"synth"
"engl310_13_synth_base","sil",35.648,37.357,1.709,174.649,30.031,"synth"
"engl310_13_synth_base","cl",37.357,37.451,0.094,174.649,52.215,"synth"
"engl310_13_synth_base","in",37.451,37.958,0.508,174.649,51.642,"synth"
"engl310_13_synth_base","uh",37.958,38.187,0.228,174.649,73.92,"synth"
"engl310_13_synth_base","uh",39.253,39.564,0.311,174.649,76.661,"synth"
"engl310_13_synth_base","in",41.855,42.196,0.34,174.649,50.575,"synth"
"engl310_13_synth_base","uh",42.196,42.455,0.259,174.649,74.308,"synth"
"engl310_13_synth_base","sil",42.455,43.038,0.583,174.649,42.13,"synth"
"engl310_13_synth_base","in",43.038,43.271,0.233,174.649,34.845,"synth"
"engl310_13_synth_base","sil",43.271,43.356,0.084,174.649,32.871,"synth"
"engl310_13_synth_base","um",44.464,44.895,0.431,174.649,75.44,"synth"
"engl310_13_synth_base","sil",44.895,45.996,1.102,174.649,38.658,"synth"
"engl310_13_synth_base","cl",45.996,46.369,0.373,174.649,47.164,"synth"
"engl310_13_synth_base","sil",46.369,46.567,0.198,174.649,25.147,"synth"
"engl310_13_synth_base","in",46.567,46.901,0.334,174.649,42.161,"synth"
"engl310_13_synth_base","in",51.524,51.958,0.434,174.649,52.372,"synth"
"engl310_13_synth_base","uh",51.958,52.321,0.363,174.649,76.188,"synth"
"engl310_13_synth_base","in",52.321,52.593,0.272,174.649,42.681,"synth"
"engl310_13_synth_base","ex",52.593,52.817,0.224,174.649,39.194,"synth"
"engl310_13_synth_base","sil",52.817,53.157,0.34,174.649,35.515,"synth"
"engl310_13_synth_base","sil",54.237,55.983,1.747,174.649,25.728,"synth"
