"id","condition","audiofile","age","ease","edu","imphear","interest","L1","notes","prep","self","test","question","answer","score","precede"
736834,"sil","engl310_01_synth_sil.wav",56,2,"other","no",3,"ger","no",3,"adv","none","q2",1,1,"yes"
736834,"sil","engl310_13_synth_sil.wav",56,2,"other","no",3,"ger","no",3,"adv","none","q2",4,1,"no"
736834,"sil","engl310_07_synth_sil.wav",56,2,"other","no",3,"ger","no",3,"adv","none","q2",2,1,"yes"
736836,"sil","engl310_01_synth_sil.wav",49,2,"uni","no",3,"ger","no",2,"adv","none","q2",1,1,"yes"
736836,"sil","engl310_24_synth_sil.wav",49,2,"uni","no",3,"ger","no",2,"adv","none","q2",1,0,"no"
736836,"sil","engl310_07_synth_sil.wav",49,2,"uni","no",3,"ger","no",2,"adv","none","q2",2,1,"yes"
736836,"sil","engl310_13_synth_sil.wav",49,2,"uni","no",3,"ger","no",2,"adv","none","q2",4,1,"no"
736839,"base","engl310_13_synth_base.wav",40,2,"uni","no",2,"ger","no",1,"adv","none","q2",4,1,"no"
736839,"base","engl310_07_synth_base.wav",40,2,"uni","no",2,"ger","no",1,"adv","none","q2",2,1,"yes"
736839,"base","engl310_01_synth_base.wav",40,2,"uni","no",2,"ger","no",1,"adv","none","q2",1,1,"yes"
736839,"base","engl310_24_synth_base.wav",40,2,"uni","no",2,"ger","no",1,"adv","none","q2",4,1,"no"
736840,"base_cg","engl310_01_synth_base.wav",22,2,"uni","no",1,"ger","no",5,"adv","c2","q2",4,0,"yes"
736840,"base_cg","engl310_24_synth_base.wav",22,2,"uni","no",1,"ger","no",5,"adv","c2","q2",1,0,"no"
736840,"base_cg","engl310_07_synth_base.wav",22,2,"uni","no",1,"ger","no",5,"adv","c2","q2",2,1,"yes"
736840,"base_cg","engl310_13_synth_base.wav",22,2,"uni","no",1,"ger","no",5,"adv","c2","q2",2,0,"no"
736843,"sil","engl310_01_synth_sil.wav",27,2,"hs","no",4,"ger","no",4,"adv","none","q2",3,0,"yes"
736843,"sil","engl310_07_synth_sil.wav",27,2,"hs","no",4,"ger","no",4,"adv","none","q2",2,1,"yes"
736843,"sil","engl310_13_synth_sil.wav",27,2,"hs","no",4,"ger","no",4,"adv","none","q2",4,1,"no"
736843,"sil","engl310_24_synth_sil.wav",27,2,"hs","no",4,"ger","no",4,"adv","none","q2",4,1,"no"
736845,"base_cg","engl310_01_synth_base.wav",29,1,"uni","no",1,"ger","no",1,"adv","c2","q2",3,0,"yes"
736845,"base_cg","engl310_07_synth_base.wav",29,1,"uni","no",1,"ger","no",1,"adv","c2","q2",4,0,"yes"
736845,"base_cg","engl310_24_synth_base.wav",29,1,"uni","no",1,"ger","no",1,"adv","c2","q2",3,0,"no"
736845,"base_cg","engl310_13_synth_base.wav",29,1,"uni","no",1,"ger","no",1,"adv","c2","q2",4,1,"no"
736849,"sil_cg","engl310_24_synth_sil.wav",28,3,"uni","no",4,"ger","no",2,"adv","a1","q2",4,1,"no"
736849,"sil_cg","engl310_13_synth_sil.wav",28,3,"uni","no",4,"ger","no",2,"adv","a1","q2",4,1,"no"
736849,"sil_cg","engl310_07_synth_sil.wav",28,3,"uni","no",4,"ger","no",2,"adv","a1","q2",2,1,"yes"
736849,"sil_cg","engl310_01_synth_sil.wav",28,3,"uni","no",4,"ger","no",2,"adv","a1","q2",3,0,"yes"
736850,"base_cg","engl310_01_synth_base.wav",32,1,"uni","no",4,"ger","no",2,"adv","none","q2",1,1,"yes"
736850,"base_cg","engl310_24_synth_base.wav",32,1,"uni","no",4,"ger","no",2,"adv","none","q2",3,0,"no"
736850,"base_cg","engl310_07_synth_base.wav",32,1,"uni","no",4,"ger","no",2,"adv","none","q2",2,1,"yes"
736850,"base_cg","engl310_13_synth_base.wav",32,1,"uni","no",4,"ger","no",2,"adv","none","q2",4,1,"no"
736851,"base","engl310_13_synth_base.wav",40,2,"uni","no",3,"ger","no",5,"adv","none","q2",4,1,"no"
736851,"base","engl310_01_synth_base.wav",40,2,"uni","no",3,"ger","no",5,"adv","none","q2",2,0,"yes"
736851,"base","engl310_24_synth_base.wav",40,2,"uni","no",3,"ger","no",5,"adv","none","q2",4,1,"no"
736851,"base","engl310_07_synth_base.wav",40,2,"uni","no",3,"ger","no",5,"adv","none","q2",4,0,"yes"
736852,"sil","engl310_01_synth_sil.wav",50,3,"other","no",4,"ger","no",4,"adv","none","q2",3,0,"yes"
736852,"sil","engl310_13_synth_sil.wav",50,3,"other","no",4,"ger","no",4,"adv","none","q2",3,0,"no"
736852,"sil","engl310_07_synth_sil.wav",50,3,"other","no",4,"ger","no",4,"adv","none","q2",2,1,"yes"
736852,"sil","engl310_24_synth_sil.wav",50,3,"other","no",4,"ger","no",4,"adv","none","q2",3,0,"no"
736853,"sil","engl310_07_synth_sil.wav",50,2,"uni","no",3,"ger","no",2,"int","b2","q2",2,1,"yes"
736853,"sil","engl310_01_synth_sil.wav",50,2,"uni","no",3,"ger","no",2,"int","b2","q2",1,1,"yes"
736853,"sil","engl310_24_synth_sil.wav",50,2,"uni","no",3,"ger","no",2,"int","b2","q2",4,1,"no"
736853,"sil","engl310_13_synth_sil.wav",50,2,"uni","no",3,"ger","no",2,"int","b2","q2",4,1,"no"
736881,"sil_cg","engl310_13_synth_sil.wav",28,2,"uni","no",2,"ger","no",2,"adv","c2","q2",4,1,"no"
736881,"sil_cg","engl310_24_synth_sil.wav",28,2,"uni","no",2,"ger","no",2,"adv","c2","q2",3,0,"no"
736881,"sil_cg","engl310_01_synth_sil.wav",28,2,"uni","no",2,"ger","no",2,"adv","c2","q2",2,0,"yes"
736881,"sil_cg","engl310_07_synth_sil.wav",28,2,"uni","no",2,"ger","no",2,"adv","c2","q2",2,1,"yes"
